train_id,source_station,destination_station,train_capacity,booked_seats,available_seats,waiting_list_count,day_type,festival_flag,travel_date,crowd_level 
TR1267,New Delhi,Gwalior,600,149,451,52,Weekday,No,2025-12-01,low
TR1268,New Delhi,Ujjain,600,153,447,25,Weekday,No,2025-02-10,low
TR1269,New Delhi,Rewa,600,106,494,14,Weekend,No,2024-05-26,low
TR1270,New Delhi,Dhanbad,600,236,364,14,Weekday,Yes,2025-09-05,low
TR1271,New Delhi,Asansol,600,101,499,55,Weekday,No,2025-08-08,low
TR1272,New Delhi,Jamshedpur,600,159,441,32,Weekday,No,2025-12-24,low
TR1273,New Delhi,Tatanagar,600,219,381,34,Weekend,No,2025-04-20,low
TR1274,New Delhi,Gaya,600,167,433,35,Weekend,No,2024-04-13,low
TR1275,New Delhi,Muzaffarpur,600,122,478,13,Weekday,No,2025-01-02,low
TR1276,New Delhi,Bhagalpur,600,104,496,25,Weekend,No,2024-11-23,low
TR1277,New Delhi,Siliguri,600,158,442,57,Weekday,No,2025-09-08,low
TR1278,New Delhi,New Jalpaiguri,600,133,467,8,Weekend,Yes,2024-10-13,low
TR1279,New Delhi,Durgapur,600,179,421,57,Weekday,Yes,2024-08-28,low
TR1280,New Delhi,Howrah,600,102,498,16,Weekday,No,2024-02-28,low
TR1281,New Delhi,Malda,600,208,392,17,Weekday,No,2025-09-02,low
TR1282,New Delhi,Panaji,600,174,426,0,Weekend,No,2025-07-06,low
TR1283,Mumbai,Delhi,600,178,422,39,Weekday,No,2024-01-31,low
TR1284,Mumbai,New Delhi,600,238,362,19,Weekday,No,2024-11-13,low
TR1285,Mumbai,Chennai,600,148,452,27,Weekday,Yes,2024-12-16,low
TR1286,Mumbai,Kolkata,600,134,466,34,Weekday,No,2024-12-09,low
TR1287,Mumbai,Bangalore,600,143,457,38,Weekend,No,2025-11-02,low
TR1288,Mumbai,Hyderabad,600,160,440,57,Weekend,No,2024-04-20,low
TR1289,Mumbai,Pune,600,165,435,33,Weekend,No,2024-08-11,low
TR1290,Mumbai,Ahmedabad,600,129,471,10,Weekend,No,2024-05-12,low
TR1291,Mumbai,Jaipur,600,90,510,42,Weekday,No,2024-06-27,low
TR1292,Mumbai,Surat,600,142,458,3,Weekend,No,2025-10-25,low
TR1293,Mumbai,Lucknow,600,186,414,50,Weekday,No,2025-11-18,low
TR1294,Mumbai,Kanpur,600,175,425,17,Weekday,No,2024-02-02,low
TR1295,Mumbai,Nagpur,600,227,373,43,Weekday,Yes,2025-04-07,low
TR1296,Mumbai,Indore,600,263,337,9,Weekday,No,2024-06-19,medium
TR1297,Mumbai,Bhopal,600,205,395,24,Weekday,No,2024-05-20,low
TR1298,Mumbai,Patna,600,235,365,41,Weekday,No,2024-08-01,low
TR1299,Mumbai,Ranchi,600,206,394,37,Weekday,No,2024-05-22,low
TR1300,Mumbai,Bhubaneswar,600,251,349,0,Weekday,No,2024-12-24,medium
TR1301,Mumbai,Cuttack,600,258,342,2,Weekend,Yes,2025-12-28,medium
TR1302,Mumbai,Puri,600,215,385,58,Weekday,No,2025-03-04,low
TR1303,Mumbai,Rourkela,600,203,397,31,Weekday,No,2025-06-12,low
TR1304,Mumbai,Sambalpur,600,159,441,51,Weekday,No,2024-12-26,low
TR1305,Mumbai,Guwahati,600,167,433,4,Weekday,Yes,2024-01-11,low
TR1306,Mumbai,Dibrugarh,600,153,447,29,Weekend,No,2024-03-02,low
TR1307,Mumbai,Agartala,600,199,401,34,Weekday,No,2024-07-15,low
TR1308,Mumbai,Silchar,600,134,466,55,Weekday,No,2024-06-27,low
TR1309,Mumbai,Visakhapatnam,600,160,440,42,Weekend,No,2025-09-06,low
TR1310,Mumbai,Vijayawada,600,90,510,37,Weekday,No,2025-09-08,low
TR1311,Mumbai,Guntur,600,252,348,17,Weekday,No,2025-09-16,medium
TR1312,Mumbai,Tirupati,600,158,442,59,Weekday,No,2025-04-11,low
TR1313,Mumbai,Rajahmundry,600,191,409,19,Weekday,No,2025-02-10,low
TR1314,Mumbai,Warangal,600,239,361,16,Weekend,No,2025-04-19,low
TR1315,Mumbai,Nizamabad,600,183,417,43,Weekday,No,2024-10-24,low
TR1316,Mumbai,Coimbatore,600,238,362,59,Weekend,No,2025-05-04,low
TR1317,Mumbai,Madurai,600,109,491,51,Weekend,No,2025-08-03,low
TR1318,Mumbai,Trichy,600,284,316,10,Weekday,No,2025-07-11,medium
TR1319,Mumbai,Salem,600,221,379,48,Weekday,No,2025-03-24,low
TR1320,Mumbai,Erode,600,179,421,21,Weekday,No,2024-02-12,low
TR1321,Mumbai,Tirunelveli,600,237,363,13,Weekday,No,2025-06-13,low
TR1322,Mumbai,Thoothukudi,600,113,487,56,Weekday,No,2024-09-24,low
TR1323,Mumbai,Vellore,600,155,445,56,Weekday,No,2025-06-27,low
TR1324,Mumbai,Kochi,600,238,362,22,Weekday,Yes,2025-01-29,low
TR1325,Mumbai,Thiruvananthapuram,600,90,510,1,Weekday,No,2025-10-06,low
TR1326,Mumbai,Kozhikode,600,196,404,12,Weekday,No,2024-09-04,low
TR1327,Mumbai,Thrissur,600,194,406,32,Weekday,Yes,2025-11-11,low
TR1328,Mumbai,Kollam,600,263,337,3,Weekday,No,2025-09-09,medium
TR1329,Mumbai,Mysore,600,93,507,13,Weekday,No,2024-08-30,low
TR1330,Mumbai,Mangalore,600,246,354,8,Weekday,No,2024-12-18,medium
TR1331,Mumbai,Hubli,600,142,458,57,Weekday,No,2025-01-23,low
TR1332,Mumbai,Belgaum,600,147,453,21,Weekday,No,2025-07-15,low
TR1333,Mumbai,Davangere,600,110,490,22,Weekend,Yes,2025-05-18,low
TR1334,Mumbai,Vadodara,600,117,483,25,Weekend,No,2025-09-14,low
TR1335,Mumbai,Rajkot,600,188,412,0,Weekday,No,2024-09-27,low
TR1336,Mumbai,Jamnagar,600,116,484,32,Weekend,No,2025-01-04,low
TR1337,Mumbai,Bhavnagar,600,204,396,54,Weekend,No,2024-11-10,low
TR1338,Mumbai,Gandhinagar,600,137,463,48,Weekend,No,2025-10-26,low
TR1339,Mumbai,Nashik,600,111,489,15,Weekend,No,2024-08-10,low
TR1340,Mumbai,Aurangabad,600,144,456,0,Weekday,No,2025-03-05,low
TR1341,Mumbai,Kolhapur,600,185,415,46,Weekday,No,2024-03-28,low
TR1342,Mumbai,Solapur,600,156,444,50,Weekend,No,2025-09-13,low
TR1343,Mumbai,Thane,600,171,429,55,Weekday,No,2024-10-07,low
TR1344,Mumbai,Navi Mumbai,600,202,398,34,Weekday,No,2024-09-05,low
TR1345,Mumbai,Amravati,600,221,379,28,Weekend,No,2025-03-02,low
TR1346,Mumbai,Jodhpur,600,154,446,45,Weekday,No,2024-12-30,low
TR1347,Mumbai,Udaipur,600,119,481,41,Weekday,No,2025-09-11,low
TR1348,Mumbai,Ajmer,600,173,427,45,Weekday,No,2025-01-23,low
TR1349,Mumbai,Kota,600,192,408,17,Weekend,No,2025-01-12,low
TR1350,Mumbai,Bikaner,600,99,501,54,Weekend,No,2024-03-17,low
TR1351,Mumbai,Alwar,600,126,474,2,Weekday,No,2024-01-17,low
TR1352,Mumbai,Varanasi,600,134,466,5,Weekday,No,2024-10-18,low
TR1353,Mumbai,Prayagraj,600,159,441,39,Weekday,Yes,2025-12-30,low
TR1354,Mumbai,Agra,600,132,468,34,Weekend,Yes,2025-11-01,low
TR1355,Mumbai,Meerut,600,203,397,33,Weekday,No,2025-04-04,low
TR1356,Mumbai,Bareilly,600,92,508,54,Weekend,Yes,2025-04-06,low
TR1357,Mumbai,Gorakhpur,600,93,507,52,Weekend,No,2024-10-13,low
TR1358,Mumbai,Mathura,600,153,447,43,Weekday,No,2024-05-09,low
TR1359,Mumbai,Dehradun,600,161,439,9,Weekend,No,2024-01-07,low
TR1360,Mumbai,Haridwar,600,99,501,5,Weekday,No,2024-09-04,low
TR1361,Mumbai,Amritsar,600,140,460,8,Weekday,No,2024-08-19,low
TR1362,Mumbai,Ludhiana,600,150,450,36,Weekday,No,2024-05-20,low
TR1363,Mumbai,Jalandhar,600,150,450,42,Weekday,No,2024-07-08,low
TR1364,Mumbai,Patiala,600,176,424,47,Weekday,Yes,2024-01-19,low
TR1365,Mumbai,Chandigarh,600,137,463,6,Weekday,No,2025-03-20,low
TR1366,Mumbai,Jammu,600,240,360,16,Weekend,No,2025-11-08,low
TR1367,Mumbai,Srinagar,600,192,408,20,Weekday,No,2025-05-19,low
TR1368,Mumbai,Raipur,600,130,470,37,Weekend,No,2024-11-23,low
TR1369,Mumbai,Bilaspur,600,173,427,2,Weekend,No,2024-11-03,low
TR1370,Mumbai,Durg,600,175,425,50,Weekday,No,2024-08-12,low
TR1371,Mumbai,Jabalpur,600,227,373,4,Weekend,No,2024-04-14,low
TR1372,Mumbai,Gwalior,600,140,460,31,Weekday,No,2025-03-13,low
TR1373,Mumbai,Ujjain,600,206,394,55,Weekday,No,2025-02-18,low
TR1374,Mumbai,Rewa,600,171,429,11,Weekend,Yes,2024-01-06,low
TR1375,Mumbai,Dhanbad,600,241,359,41,Weekday,No,2024-10-30,medium
TR1376,Mumbai,Asansol,600,231,369,32,Weekday,No,2024-07-22,low
TR1377,Mumbai,Jamshedpur,600,178,422,49,Weekend,No,2024-05-04,low
TR1378,Mumbai,Tatanagar,600,156,444,35,Weekday,No,2025-05-28,low
TR1379,Mumbai,Gaya,600,193,407,50,Weekend,No,2025-01-19,low
TR1380,Mumbai,Muzaffarpur,600,160,440,24,Weekday,No,2025-04-08,low
TR1381,Mumbai,Bhagalpur,600,250,350,9,Weekday,No,2025-06-05,medium
TR1382,Mumbai,Siliguri,600,173,427,40,Weekday,No,2025-12-18,low
TR1383,Mumbai,New Jalpaiguri,600,149,451,58,Weekend,No,2025-08-09,low
TR1384,Mumbai,Durgapur,600,147,453,25,Weekend,No,2025-03-29,low
TR1385,Mumbai,Howrah,600,111,489,49,Weekend,No,2025-10-04,low
TR1386,Mumbai,Malda,600,196,404,52,Weekend,No,2024-12-15,low
TR1387,Mumbai,Panaji,600,130,470,38,Weekend,No,2025-12-20,low
TR1388,Chennai,Delhi,600,222,378,47,Weekday,No,2025-07-10,low
TR1389,Chennai,New Delhi,600,107,493,33,Weekend,No,2025-04-20,low
TR1390,Chennai,Mumbai,600,175,425,48,Weekday,No,2025-10-22,low
TR1391,Chennai,Kolkata,600,224,376,20,Weekend,No,2025-01-11,low
TR1392,Chennai,Pune,600,90,510,31,Weekday,No,2025-06-10,low
TR1393,Chennai,Ahmedabad,600,266,334,4,Weekend,No,2024-07-27,medium
TR1394,Chennai,Jaipur,600,149,451,11,Weekday,No,2025-12-05,low
TR1395,Chennai,Surat,600,176,424,34,Weekday,No,2025-03-31,low
TR1396,Chennai,Lucknow,600,196,404,43,Weekday,No,2025-07-25,low
TR1397,Chennai,Kanpur,600,204,396,1,Weekday,No,2024-12-02,low
TR1398,Chennai,Nagpur,600,182,418,4,Weekday,No,2025-09-25,low
TR1399,Chennai,Indore,600,217,383,0,Weekend,No,2024-02-24,low
TR1400,Chennai,Bhopal,600,194,406,31,Weekend,No,2024-03-24,low
TR1401,Chennai,Patna,600,253,347,20,Weekend,No,2025-01-05,medium
TR1402,Chennai,Ranchi,600,194,406,3,Weekday,No,2025-06-19,low
TR1403,Chennai,Bhubaneswar,600,263,337,47,Weekday,No,2025-08-14,medium
TR1404,Chennai,Cuttack,600,212,388,31,Weekend,No,2024-11-17,low
TR1405,Chennai,Puri,600,90,510,0,Weekend,No,2025-04-19,low
TR1406,Chennai,Rourkela,600,294,306,41,Weekend,Yes,2025-02-08,medium
TR1407,Chennai,Sambalpur,600,141,459,54,Weekday,No,2025-12-03,low
TR1408,Chennai,Guwahati,600,241,359,25,Weekday,No,2025-04-23,medium
TR1409,Chennai,Dibrugarh,600,170,430,56,Weekday,No,2024-10-31,low
TR1410,Chennai,Agartala,600,220,380,25,Weekday,Yes,2025-12-09,low
TR1411,Chennai,Silchar,600,136,464,4,Weekday,No,2024-03-19,low
TR1412,Chennai,Visakhapatnam,600,199,401,7,Weekend,No,2025-12-20,low
TR1413,Chennai,Vijayawada,600,157,443,4,Weekday,No,2024-04-22,low
TR1414,Chennai,Guntur,600,245,355,18,Weekday,No,2024-07-29,medium
TR1415,Chennai,Tirupati,600,190,410,23,Weekend,No,2025-08-23,low
TR1416,Chennai,Rajahmundry,600,214,386,26,Weekday,No,2025-06-20,low
TR1417,Chennai,Warangal,600,90,510,28,Weekday,No,2025-12-10,low
TR1418,Chennai,Nizamabad,600,165,435,51,Weekday,No,2025-07-02,low
TR1419,Chennai,Thoothukudi,600,189,411,0,Weekday,No,2025-04-10,low
TR1420,Chennai,Vellore,600,180,420,53,Weekday,Yes,2024-09-10,low
TR1421,Chennai,Kochi,600,215,385,14,Weekday,No,2024-01-04,low
TR1422,Chennai,Thiruvananthapuram,600,151,449,57,Weekend,Yes,2024-03-31,low
TR1423,Chennai,Kozhikode,600,171,429,8,Weekday,No,2024-08-05,low
TR1424,Chennai,Thrissur,600,226,374,6,Weekday,No,2024-01-30,low
TR1425,Chennai,Kollam,600,90,510,7,Weekday,No,2025-01-06,low
TR1426,Chennai,Mysore,600,197,403,17,Weekday,No,2025-07-22,low
TR1427,Chennai,Mangalore,600,153,447,56,Weekday,No,2025-12-05,low
TR1428,Chennai,Hubli,600,125,475,27,Weekday,No,2024-12-23,low
TR1429,Chennai,Belgaum,600,185,415,9,Weekday,No,2025-10-01,low
TR1430,Chennai,Davangere,600,228,372,38,Weekend,No,2025-12-21,low
TR1431,Chennai,Vadodara,600,219,381,30,Weekend,No,2025-09-20,low
TR1432,Chennai,Rajkot,600,162,438,42,Weekday,Yes,2024-12-05,low
TR1433,Chennai,Jamnagar,600,211,389,44,Weekend,Yes,2024-08-25,low
TR1434,Chennai,Bhavnagar,600,211,389,47,Weekday,No,2025-12-15,low
TR1435,Chennai,Gandhinagar,600,165,435,9,Weekday,No,2024-06-25,low
TR1436,Chennai,Nashik,600,136,464,29,Weekend,Yes,2024-10-27,low
TR1437,Chennai,Aurangabad,600,138,462,37,Weekend,No,2024-02-24,low
TR1438,Chennai,Kolhapur,600,209,391,33,Weekend,No,2025-08-03,low
TR1439,Chennai,Solapur,600,167,433,58,Weekend,Yes,2025-04-20,low
TR1440,Chennai,Thane,600,119,481,57,Weekend,No,2024-03-03,low
TR1441,Chennai,Navi Mumbai,600,90,510,48,Weekday,No,2024-06-11,low
TR1442,Chennai,Amravati,600,209,391,14,Weekday,No,2025-02-10,low
TR1443,Chennai,Jodhpur,600,143,457,31,Weekday,No,2025-01-30,low
TR1444,Chennai,Udaipur,600,185,415,48,Weekend,Yes,2025-08-09,low
TR1445,Chennai,Ajmer,600,228,372,16,Weekend,No,2024-07-13,low
TR1446,Chennai,Kota,600,106,494,42,Weekday,Yes,2025-11-06,low
TR1447,Chennai,Bikaner,600,167,433,14,Weekday,No,2024-11-20,low
TR1448,Chennai,Alwar,600,161,439,8,Weekend,No,2025-08-24,low
TR1449,Chennai,Varanasi,600,187,413,14,Weekend,No,2024-06-23,low
TR1450,Chennai,Prayagraj,600,228,372,55,Weekend,No,2024-01-28,low
TR1451,Chennai,Agra,600,105,495,59,Weekend,No,2024-02-10,low
TR1452,Chennai,Meerut,600,196,404,51,Weekend,No,2024-09-29,low
TR1453,Chennai,Bareilly,600,218,382,16,Weekday,No,2025-11-27,low
TR1454,Chennai,Gorakhpur,600,160,440,46,Weekday,No,2024-02-05,low
TR1455,Chennai,Mathura,600,162,438,13,Weekday,No,2024-09-26,low
TR1456,Chennai,Dehradun,600,189,411,7,Weekday,No,2024-03-20,low
TR1457,Chennai,Haridwar,600,185,415,15,Weekday,No,2025-11-11,low
TR1458,Chennai,Amritsar,600,197,403,8,Weekday,No,2025-05-08,low
TR1459,Chennai,Ludhiana,600,196,404,38,Weekday,No,2025-07-11,low
TR1460,Chennai,Jalandhar,600,122,478,40,Weekday,No,2025-06-05,low
TR1461,Chennai,Patiala,600,216,384,2,Weekday,No,2025-04-25,low
TR1462,Chennai,Chandigarh,600,225,375,6,Weekend,No,2025-07-19,low
TR1463,Chennai,Jammu,600,178,422,28,Weekend,Yes,2024-01-06,low
TR1464,Chennai,Srinagar,600,97,503,6,Weekday,No,2025-09-24,low
TR1465,Chennai,Raipur,600,163,437,49,Weekday,Yes,2025-06-24,low
TR1466,Chennai,Bilaspur,600,178,422,24,Weekday,Yes,2025-06-24,low
TR1467,Chennai,Durg,600,114,486,24,Weekday,No,2024-10-14,low
TR1468,Chennai,Jabalpur,600,152,448,0,Weekday,No,2025-08-08,low
TR1469,Chennai,Gwalior,600,101,499,42,Weekend,Yes,2024-10-06,low
TR1470,Chennai,Ujjain,600,198,402,43,Weekday,No,2024-02-05,low
TR1471,Chennai,Rewa,600,177,423,45,Weekend,No,2025-10-25,low
TR1472,Chennai,Dhanbad,600,90,510,32,Weekday,No,2024-06-20,low
TR1473,Chennai,Asansol,600,186,414,16,Weekday,No,2024-03-15,low
TR1474,Chennai,Jamshedpur,600,166,434,4,Weekend,No,2025-03-30,low
TR1475,Chennai,Tatanagar,600,194,406,18,Weekday,No,2024-06-19,low
TR1476,Chennai,Gaya,600,150,450,32,Weekday,Yes,2025-09-19,low
TR1477,Chennai,Muzaffarpur,600,130,470,6,Weekday,Yes,2024-11-20,low
TR1478,Chennai,Bhagalpur,600,132,468,3,Weekday,No,2024-01-04,low
TR1479,Chennai,Siliguri,600,143,457,13,Weekday,No,2025-11-26,low
TR1480,Chennai,New Jalpaiguri,600,170,430,4,Weekend,No,2025-01-11,low
TR1481,Chennai,Durgapur,600,176,424,0,Weekday,No,2024-07-11,low
TR1482,Chennai,Howrah,600,160,440,29,Weekend,No,2025-05-10,low
TR1483,Chennai,Malda,600,149,451,44,Weekday,No,2025-01-22,low
TR1484,Chennai,Panaji,600,152,448,29,Weekday,No,2024-01-22,low
TR1485,Kolkata,Delhi,600,289,311,5,Weekday,No,2025-07-09,medium
TR1486,Kolkata,New Delhi,600,132,468,20,Weekend,No,2024-10-20,low
TR1487,Kolkata,Mumbai,600,142,458,2,Weekday,No,2025-05-26,low
TR1488,Kolkata,Chennai,600,327,273,37,Weekday,No,2025-10-16,medium
TR1489,Kolkata,Bangalore,600,189,411,13,Weekend,No,2025-03-22,low
TR1490,Kolkata,Hyderabad,600,103,497,23,Weekday,No,2025-05-05,low
TR1491,Kolkata,Pune,600,209,391,54,Weekday,No,2024-07-05,low
TR1492,Kolkata,Ahmedabad,600,125,475,35,Weekend,No,2024-06-22,low
TR1493,Kolkata,Jaipur,600,213,387,45,Weekday,No,2024-10-30,low
TR1494,Kolkata,Surat,600,159,441,20,Weekday,No,2025-09-15,low
TR1495,Kolkata,Lucknow,600,148,452,55,Weekend,No,2025-01-18,low
TR1496,Kolkata,Kanpur,600,246,354,42,Weekday,No,2024-09-11,medium
TR1497,Kolkata,Nagpur,600,196,404,30,Weekday,No,2025-07-23,low
TR1498,Kolkata,Indore,600,216,384,34,Weekday,No,2025-09-15,low
TR1499,Kolkata,Bhopal,600,190,410,37,Weekday,No,2025-10-21,low
TR1500,Kolkata,Patna,600,148,452,9,Weekday,No,2024-08-06,low
TR1501,Kolkata,Ranchi,600,198,402,15,Weekday,No,2025-06-02,low
TR1502,Kolkata,Bhubaneswar,600,227,373,41,Weekday,Yes,2025-03-07,low
TR1503,Kolkata,Cuttack,600,175,425,26,Weekend,No,2024-11-24,low
TR1504,Kolkata,Puri,600,255,345,47,Weekday,No,2024-10-17,medium
TR1505,Kolkata,Rourkela,600,210,390,31,Weekend,No,2024-03-24,low
TR1506,Kolkata,Sambalpur,600,179,421,3,Weekday,Yes,2024-07-19,low
TR1507,Kolkata,Guwahati,600,181,419,39,Weekday,No,2025-02-05,low
TR1508,Kolkata,Dibrugarh,600,176,424,36,Weekday,No,2025-10-10,low
TR1509,Kolkata,Agartala,600,109,491,21,Weekday,No,2025-09-25,low
TR1510,Kolkata,Silchar,600,165,435,47,Weekday,No,2024-05-17,low
TR1511,Kolkata,Visakhapatnam,600,180,420,21,Weekend,No,2025-05-11,low
TR1512,Kolkata,Vijayawada,600,149,451,6,Weekend,No,2024-03-02,low
TR1513,Kolkata,Guntur,600,185,415,7,Weekday,Yes,2025-05-08,low
TR1514,Kolkata,Tirupati,600,170,430,54,Weekday,Yes,2024-09-06,low
TR1515,Kolkata,Rajahmundry,600,206,394,22,Weekend,No,2024-11-24,low
TR1516,Kolkata,Warangal,600,201,399,24,Weekend,No,2025-06-08,low
TR1517,Kolkata,Nizamabad,600,177,423,18,Weekday,No,2024-11-06,low
TR1518,Kolkata,Coimbatore,600,103,497,44,Weekday,No,2025-08-13,low
TR1519,Kolkata,Madurai,600,255,345,36,Weekend,No,2025-01-25,medium
TR1520,Kolkata,Trichy,600,162,438,53,Weekday,No,2025-12-31,low
TR1521,Kolkata,Salem,600,165,435,53,Weekday,No,2025-04-11,low
TR1522,Kolkata,Erode,600,153,447,59,Weekend,No,2024-08-04,low
TR1523,Kolkata,Tirunelveli,600,146,454,19,Weekend,No,2025-07-20,low
TR1524,Kolkata,Thoothukudi,600,243,357,35,Weekday,No,2024-10-25,medium
TR1525,Kolkata,Vellore,600,235,365,20,Weekend,No,2025-01-25,low
TR1526,Kolkata,Kochi,600,190,410,42,Weekday,Yes,2024-04-10,low
TR1527,Kolkata,Thiruvananthapuram,600,164,436,44,Weekday,No,2024-03-28,low
TR1528,Kolkata,Kozhikode,600,199,401,15,Weekday,No,2025-02-24,low
TR1529,Kolkata,Thrissur,600,172,428,51,Weekday,No,2024-05-16,low
TR1530,Kolkata,Kollam,600,160,440,17,Weekday,No,2025-12-30,low
TR1531,Kolkata,Mysore,600,185,415,58,Weekday,No,2025-09-17,low
TR1532,Kolkata,Mangalore,600,148,452,51,Weekday,Yes,2025-05-27,low
TR1533,Kolkata,Hubli,600,181,419,1,Weekend,No,2025-06-21,low
TR1534,Kolkata,Belgaum,600,179,421,23,Weekday,No,2025-03-11,low
TR1535,Kolkata,Davangere,600,198,402,23,Weekday,Yes,2024-02-14,low
TR1536,Kolkata,Vadodara,600,139,461,49,Weekend,No,2024-10-13,low
TR1537,Kolkata,Rajkot,600,203,397,43,Weekend,No,2024-12-28,low
TR1538,Kolkata,Jamnagar,600,125,475,3,Weekday,No,2025-10-31,low
TR1539,Kolkata,Bhavnagar,600,141,459,50,Weekend,No,2024-06-09,low
TR1540,Kolkata,Gandhinagar,600,144,456,13,Weekend,Yes,2024-12-29,low
TR1541,Kolkata,Nashik,600,117,483,22,Weekend,Yes,2024-09-08,low
TR1542,Kolkata,Aurangabad,600,218,382,10,Weekday,No,2024-04-08,low
TR1543,Kolkata,Kolhapur,600,122,478,9,Weekend,No,2024-03-16,low
TR1544,Kolkata,Solapur,600,135,465,31,Weekday,No,2024-09-24,low
TR1545,Kolkata,Thane,600,229,371,5,Weekday,No,2024-03-01,low
TR1546,Kolkata,Navi Mumbai,600,142,458,4,Weekday,No,2024-02-19,low
TR1547,Kolkata,Amravati,600,160,440,47,Weekday,No,2024-09-13,low
TR1548,Kolkata,Jodhpur,600,120,480,20,Weekday,Yes,2024-05-27,low
TR1549,Kolkata,Udaipur,600,209,391,38,Weekend,No,2025-02-09,low
TR1550,Kolkata,Ajmer,600,210,390,59,Weekend,No,2024-01-13,low
TR1551,Kolkata,Kota,600,204,396,3,Weekday,No,2024-08-08,low
TR1552,Kolkata,Bikaner,600,195,405,47,Weekday,No,2024-11-27,low
TR1553,Kolkata,Alwar,600,172,428,6,Weekday,No,2025-12-05,low
TR1554,Kolkata,Varanasi,600,144,456,45,Weekday,No,2025-04-08,low
TR1555,Kolkata,Prayagraj,600,130,470,18,Weekend,No,2025-10-05,low
TR1556,Kolkata,Agra,600,231,369,8,Weekend,No,2024-09-07,low
TR1557,Kolkata,Meerut,600,206,394,13,Weekend,No,2024-11-24,low
TR1558,Kolkata,Bareilly,600,136,464,21,Weekend,No,2024-11-03,low
TR1559,Kolkata,Gorakhpur,600,171,429,43,Weekday,No,2025-10-10,low
TR1560,Kolkata,Mathura,600,155,445,40,Weekday,No,2025-12-02,low
TR1561,Kolkata,Dehradun,600,115,485,43,Weekday,No,2025-12-04,low
TR1562,Kolkata,Haridwar,600,177,423,1,Weekday,No,2025-07-03,low
TR1563,Kolkata,Amritsar,600,149,451,58,Weekday,No,2025-01-02,low
TR1564,Kolkata,Ludhiana,600,123,477,26,Weekday,No,2025-01-30,low
TR1565,Kolkata,Jalandhar,600,98,502,6,Weekday,No,2025-12-17,low
TR1566,Kolkata,Patiala,600,94,506,55,Weekday,No,2024-07-26,low
TR1567,Kolkata,Chandigarh,600,151,449,47,Weekday,No,2024-09-10,low
TR1568,Kolkata,Jammu,600,165,435,4,Weekday,Yes,2025-10-17,low
TR1569,Kolkata,Srinagar,600,127,473,26,Weekday,No,2024-10-09,low
TR1570,Kolkata,Raipur,600,200,400,54,Weekday,No,2024-06-20,low
TR1571,Kolkata,Bilaspur,600,166,434,40,Weekday,No,2025-02-13,low
TR1572,Kolkata,Durg,600,197,403,11,Weekend,No,2024-08-25,low
TR1573,Kolkata,Jabalpur,600,160,440,42,Weekday,No,2025-10-13,low
TR1574,Kolkata,Gwalior,600,131,469,11,Weekend,No,2025-10-26,low
TR1575,Kolkata,Ujjain,600,174,426,21,Weekend,No,2024-08-11,low
TR1576,Kolkata,Rewa,600,108,492,11,Weekday,No,2025-01-22,low
TR1577,Kolkata,Dhanbad,600,195,405,41,Weekend,Yes,2025-12-20,low
TR1578,Kolkata,Asansol,600,124,476,55,Weekday,No,2025-06-26,low
TR1579,Kolkata,Jamshedpur,600,213,387,2,Weekday,No,2024-06-06,low
TR1580,Kolkata,Tatanagar,600,153,447,36,Weekday,No,2025-03-07,low
TR1581,Kolkata,Gaya,600,220,380,14,Weekend,No,2025-03-29,low
TR1582,Kolkata,Muzaffarpur,600,115,485,45,Weekday,No,2025-04-22,low
TR1583,Kolkata,Bhagalpur,600,136,464,8,Weekday,Yes,2024-01-19,low
TR1584,Kolkata,Siliguri,600,187,413,21,Weekday,No,2024-08-06,low
TR1585,Kolkata,New Jalpaiguri,600,225,375,12,Weekday,No,2025-09-16,low
TR1586,Kolkata,Durgapur,600,249,351,52,Weekday,No,2024-06-25,medium
TR1587,Kolkata,Howrah,600,171,429,4,Weekday,No,2024-08-07,low
TR1588,Kolkata,Malda,600,257,343,34,Weekday,No,2024-08-23,medium
TR1589,Kolkata,Panaji,600,155,445,7,Weekday,No,2024-05-09,low
TR1590,Bangalore,Delhi,600,222,378,35,Weekday,No,2024-04-23,low
TR1591,Bangalore,New Delhi,600,124,476,46,Weekday,No,2024-09-10,low
TR1592,Bangalore,Mumbai,600,189,411,45,Weekday,No,2025-10-01,low
TR1593,Bangalore,Kolkata,600,90,510,2,Weekday,No,2024-01-02,low
TR1594,Bangalore,Pune,600,115,485,46,Weekday,No,2024-07-26,low
TR1595,Bangalore,Ahmedabad,600,191,409,17,Weekday,No,2024-02-14,low
TR1596,Bangalore,Jaipur,600,106,494,40,Weekday,No,2025-02-14,low
TR1597,Bangalore,Surat,600,189,411,57,Weekday,No,2024-07-02,low
TR1598,Bangalore,Lucknow,600,212,388,7,Weekday,No,2025-08-01,low
TR1599,Bangalore,Kanpur,600,145,455,21,Weekday,No,2025-03-03,low
TR1600,Bangalore,Nagpur,600,122,478,52,Weekend,No,2025-07-26,low
TR1601,Bangalore,Indore,600,146,454,8,Weekday,No,2025-04-09,low
TR1602,Bangalore,Bhopal,600,123,477,15,Weekend,Yes,2024-11-16,low
TR1603,Bangalore,Patna,600,164,436,32,Weekend,No,2025-09-21,low
TR1604,Bangalore,Ranchi,600,174,426,59,Weekend,No,2024-12-14,low
